"","Movie_ID","Rev_ID","Sen_ID","Sentence"
"2096","tt0046187","4215","58","We are civilisation's mulch."
"2097","tt0046187","4216","1","Pickup On South Street is one of the most brilliant movies ever made."
"2098","tt0046187","4216","2","An example of the directing: When Candy Jean Peters starts going through her purse and notices her wallet is missing, an alarm goes off in the background in the building she's in as if it's an alarm going off in her head."
"2099","tt0046187","4216","3","It's not cartoon like it's subtly woven into the background in a way that strikes you on a subconscious level until you've seen the film a few times and it just ""clicks"" that there's an alarm bell going off when she starts frantically going through her bag."
"2100","tt0046187","4216","4","Richard Widmark is way on top of his game as a smart alec he's really great but the highlight performance of the film was the first scene for ""Moe,"" the street peddler/informer, played by Thelma Ritter."
"2101","tt0046187","4216","5","Later, in her apartment, you are not seeing a movie you're seeing a real person."
"2102","tt0046187","4216","6","I've never seen anyone ""act"" so real I felt like I was looking into a real room until Ritter's performance right down to the way her hair stuck out a bit when she removed her hat."
"2103","tt0046187","4216","7","About a million other things just worked, from the way Lightning Louie picks up money with his chopsticks to the way Candy's jewelry clicks when she flicks Moe's hand away from her brooch, to the way Moe gets the dollars and change from the police captain across the FBI guy's chest and even the way the captain opens his filing cabinet, like he's been doing it in that way in that room for many years."
"2104","tt0046187","4216","8","""Pickup On South Street"" is detailed moves directing with consummate performances acting and superb now nostalgic visuals of the day, such as the panel truck, the boards leading to the shack out on the water, the dumbwaiter, and the unforgettable place Skip stashes his pocket pickings."
"2105","tt0046187","4216","9","Wonderful stuff."""
"2106","tt0046187","4216","10","Pickup On South Street"" is also one of the few movies where, even though the characters aren't perfect, you do care about them perhaps because they have been somewhat branded by their pasts in ways that are hard to escape: Skip as a ""three time loser"" and Candy as a youngish woman who has ""knocked around"" a lot."
"2107","tt0046187","4216","11","When these people behave a little more badly than you'd expect, it's in sort of novel ways that make it seem you're looking in at people you'd never otherwise imagine and yet you know that they are possible because the actors make them so recognizably human."
"2108","tt0061809","2718","1","Last year we were treated to two movies about Truman Capote writing the book from which this film was made Capote and Infamous."
"2109","tt0061809","2718","2","I cannot imagine a movie like this being made in 1967."
"2110","tt0061809","2718","3","A stark, powerful and chillingly brutal drama; elevated to the status of a film classic by the masterful direction of Richard Brooks Elmer Gantry, Cat on a Hot Tin Roof, The professional, Blackboard Jungle."
"2111","tt0061809","2718","4","It is interesting that Robert Blake, who starred in this film, has had so many problems of late that may be related to his portrayal of a killer in this film."
"2112","tt0061809","2718","5","This is a film that stays with you after viewing."
"2113","tt0061809","2719","1","I saw this film after watching Capote and Infamous."
"2114","tt0061809","2719","2","It is just incredible how the homosexual relationships between author and protagonists are sublimated in the movie."
"2115","tt0061809","2719","3","The reporter is straight, the protagonists are more beatniks than gay."
"2116","tt0061809","2719","4","The film starts slowly, but on reviewing it a second time, we get all sorts of interesting information from similes that the writer/director Brooks creates."
"2117","tt0061809","2719","5","Notice the incredible cutting at the beginning where killers and to be killed are linked."
"2118","tt0061809","2719","6","Cutter on the phone is matched cut to Perry on the phone."
"2119","tt0061809","2719","7","Cutter washing his face is matched cut to Perry washing his face."
"2120","tt0061809","2719","8","Only Perry's looking in the mirror and seeing his eroticized male body sets off a fantasy of his playing a guitar in Las Vegas to empty chairs."
"2121","tt0061809","2719","9","This failure/fantasy matches the failure fantasy that Perry tells us about his father who built a beautiful motel in Alaska only to find it perpetually empty."
"2122","tt0061809","2719","10","Dick talks about shooting pheasants and the fact that the pheasants don't know that that they're going to die. we cut to the Clutters."
"2123","tt0061809","2719","11","Perry talks his dream about a yellow bird, ""Taller than Jesus"" who attacks the Nuns who have persecuted them."
"2124","tt0061809","2719","12","""The Nuns begged for mercy,"" he tells us, ""But the bird slaughtered them anyway."""
"2125","tt0061809","2719","13","The bird lifted Perry to paradise."
"2126","tt0061809","2719","14","Strangely, Perry says that he has an aversion to Nuns, God and Religion."
"2127","tt0061809","2719","15","This echoes later in his last words when he wants to apologize but does not know to whom."
"2128","tt0061809","2719","16","The director puts in all sorts of what ifs and only ifs."
"2129","tt0061809","2719","17","Nancy Cutter gets an offer to sleep at a friends house."
"2130","tt0061809","2719","18","She is holding a horse."
"2131","tt0061809","2719","19","Perry will comment on a picture of her and the house later on."
"2132","tt0061809","2719","20","Nancy can't sleep over at her friends' house because her boyfriend is coming over for dinner."
"2133","tt0061809","2719","21","The decision seals her fate."
"2134","tt0061809","2719","22","Perry talks of Bogart in ""Treasure of Sierra Madre""."
"2135","tt0061809","2719","23","But it is another Bogart picture, ""Beat the Devil"" which Truman Capote co wrote, where a fictional treasure hunt is the McGuffin."
"2136","tt0061809","2719","24","But Dick knows that the protagonists of that film ended up with nothing."
"2137","tt0061809","2719","25","Dick wants the hard cash, the $10,000 he thinks is in the Clutter's safe, which ironically turns out to be as much as a fantasy as Perry's Mexican Treasure."
"2138","tt0061809","2719","26","Cut to Herb Clutter signing a $40,000 life insurance policy."
"2139","tt0061809","2719","27","He's thinking about mortality at the moment."
"2140","tt0061809","2719","28","Ironically his mortality is about to end in a few hours."
"2141","tt0061809","2719","29","The insurance agent on behalf of the company wishes him a long life, again ironic when we know what will happen in a few hours."
"2142","tt0061809","2719","30","Dick has said that they wanted no witnesses so nobody would remember them."
"2143","tt0061809","2719","31","Later, in fact, it is because they eliminated all the witnesses that they were remembered."""
"2144","tt0061809","2719","32","There was one witness,"" the detective keeps telling Dick later."
"2145","tt0061809","2719","33","But was that witness the jail house friend, Dick, Perry, Truman Capote, or God."
"2146","tt0061809","2719","34","The viewer becomes the witness after watching the movie."
"2147","tt0061809","2719","35","Fascinating film."
"2148","tt0061809","2720","1","IN COLD BLOOD has to be ranked as first rate movie making, even if the subject matter is about as grim as it gets in the world of make believe, but film noir fans should definitely find this one a gripping piece of work, based as it is on a true life crime spree."
"2149","tt0061809","2720","2","It opens with Quincy Jones' music under the credits and starkly dramatic views of a highway bus heading toward Kansas City, effectively setting the mood of the film even before the credits end."
"2150","tt0061809","2720","3","The B&W photography of Conrad Hall does a superb job right from the start."
"2151","tt0061809","2720","4","Also clear from the start: ROBERT BLAKE and SCOTT Wilson are natural born actors."
"2152","tt0061809","2720","5","They do a great job of portraying free spirited buddies looking for the next thrill."
"2153","tt0061809","2720","6","""Ever see a millionaire fry in the electric hair."
"2154","tt0061809","2720","7","Hell no."
"2155","tt0061809","2720","8","There are two kinds of rules in this world."
"2156","tt0061809","2720","9","One for the rich and one for the poor,"" says Wilson, taking a swig of alcohol behind the wheel."
"2157","tt0061809","2720","10","Both are destined to cross the path of a farm family, showing no mercy and leaving no witnesses behind."
"2158","tt0061809","2720","11","Blake, reminiscing about movies, and thinking of hunting for gold in Mexico, says: ""Remember Bogart in 'Treasure of the Sierra Madre'."""
"2159","tt0061809","2720","12","An ironic moment, because Blake himself was in the film as a little boy selling lottery tickets."
"2160","tt0061809","2720","13","""I got you pegged for a natural born killer,"" Wilson tells Blake."
"2161","tt0061809","2720","14","JOHN FORSYTHE is one of the lead detectives on the case, discovering that all four family members were tied up, shot in the head and one had his throat cut."
"2162","tt0061809","2720","15","""Don't people around here lock doors."" asks PAUL STEWART."
"2163","tt0061809","2720","16","""They will tonight,"" is the terse reply."
"2164","tt0061809","2720","17","After the murders, the killers discover that there was ""no big fat safe in the wall"", like their prison informant told them."
"2165","tt0061809","2720","18","So, in the end, it was truly a stupid, senseless crime."
"2166","tt0061809","2720","19","The question is: WHY did they do it."
"2167","tt0061809","2720","20","And this is something the second half of the film explores in depth."
"2168","tt0061809","2720","21","It takes an hour and a half into the movie before the detectives catch up with the killers and begin the interrogation."
"2169","tt0061809","2720","22","It's these final scenes that carry the most conviction and the most interest as the boys are told they've made numerous mistakes and left a living witness."
"2170","tt0061809","2720","23","The actual events up to and including the murder are saved until the end."
"2171","tt0061809","2720","24","""It makes no sense,"" Blake tells Forsythe."
"2172","tt0061809","2720","25","""Mr."
"2173","tt0061809","2720","26","Cutter was a very nice gentleman."
"2174","tt0061809","2720","27","I thought so right up until the time I cut his throat."""
"2175","tt0061809","2720","28","The screenplay by Richard Brooks is concise and to the point and so is his direction."
"2176","tt0061809","2720","29","Summing up: Brilliant depiction of two aimless young men on a crime spree that made no sense then or now for a mere $43."
"2177","tt0061809","2720","30","Chilling."
"2178","tt0061809","2721","1","The real story took place in Kansas in 1959 of a murder Perry and Dick, two ex convicts who broke into a remote house on a rainy night to steal and kill everyone they met."
"2179","tt0061809","2721","2","Richard Brooks directed the chilling and disturbing Capote's book about the reasons that drove these kids to the crime Are they Natural Born Killers .."
"2180","tt0061809","2721","3","The crime scenes are very brutal and haunting because of the lack of senses and reasons for what we witnessed."
"2181","tt0061809","2721","4","Stunning black & white cinematography from Conrand Hall, excellent country road music score from Quincy Jones, amazing performances in two principal roles from Robert Blake and Scott Wilson and first time in a movie a sad comment about capital punishment at the last moments before their deaths."
"2182","tt0061809","2721","5","Jones, Hall and Brooks as director and as writer for adapted screenplay are Academy Award nominees."
"2183","tt0061809","2721","6","Gripping, superbly directed and frightening, one of the best films of this decade"
"2184","tt0061809","2722","1","This recreation of the infamous 1959 murders in Kansas, based on the Capote book, is starkly filmed by Brooks and cinematographer Hall in black and white, giving it a documentary feel."
"2185","tt0061809","2722","2","There are good performances from Blake and Wilson as the killers and Forsythe as a cop who pursues them."
"2186","tt0061809","2722","3","The scenes leading up to the murders, filmed at the actual house where the crime occurred, with a soundtrack of whistling winds, are quite intense and chilling."
"2187","tt0061809","2722","4","Brooks directs with a lot of verve and uses several interesting transitions between scenes."
"2188","tt0061809","2722","5","The only complaint is that it is a bit overlong, with the denouement dragged out and somewhat preachy."
"2189","tt0061809","2723","1","IN COLD BLOOD is masterfully directed and adapted by Richard Brooks."
"2190","tt0061809","2723","2","However, it's also so bent on being realistic, it's sometimes more clinical than entertaining."
"2191","tt0061809","2723","3","Recounting the brutal killing of a Midwest family, author Truman Capote focused on minutia, wrapping himself and the reader up in the subject AND subjects!"
"2192","tt0061809","2723","4","Brooks departs wildly from that approach in favor of something closer to docudrama."
"2193","tt0061809","2723","5","Although he films on actual locations, he keeps his distance."
"2194","tt0061809","2723","6","The murderers are portrayed as depraved imbeciles, which surely they were."
"2195","tt0061809","2723","7","They're not seen as misunderstood souls as in the Capote book and the savagery of their act is horrifyingly blunt."
"2196","tt0061809","2723","8","Scott Wilson and Robert Blake are excellent as the killers as is the supporting cast, including John Forsythe and Paul Stewart as the reporter the Capote ""character."""
"2197","tt0061809","2723","9","The landmark photography is by the great Conrad Hall."
"2198","tt0061809","2724","1","Many of the classic films of the late '60s haven't retained their ability to disturb and confront the audience."
"2199","tt0061809","2724","2","""In Cold Blood"" hasn't lost an ounce of its power."
"2200","tt0061809","2724","3","Its exceptionally well made yet forces the viewer to think."
"2201","tt0061809","2724","4","Some have complained not only about the film, but about Truman Capote's source ""non fiction novel"", that the central message is unsubtle."
"2202","tt0061809","2724","5","That may be true, but this is definitely a case where the lack of ambiguity doesn't detract from the film at all."
"2203","tt0061809","2724","6","Its refreshing, especially considering today's simplistic and manipulative moral dramas, to see a film with a convinced political voice unafraid to force the audience to consider its viewpoint."
"2204","tt0061809","2724","7","To be honest, I'm not sure if I agree with the film's central message, but I admire its audacity nonetheless."
"2205","tt0061809","2724","8","Even if you disagree with the anti capital punishment message, there's plenty to admire about the film."
"2206","tt0061809","2724","9","The acting from the two leads is terrific."
"2207","tt0061809","2724","10","Scott Wilson still one of the most underrated actors ever is chilling as the nihilistic leader, one who uses his charisma to hide his weaknesses."
"2208","tt0061809","2724","11","Robert Blake is also chilling as the more submissive of the two and the one with a conscience."
"2209","tt0061809","2724","12","His character obviously has a voice of reason, but is terrified to go against Wilson theres a good amount of homoerotic subtext on his character's part."
"2210","tt0061809","2724","13","The cinematography is terrific, sleek yet gritty and really giving the impression the viewer is watching a documentary."
"2211","tt0061809","2724","14","Add another classic score from Quincey Jones, and you have a masterpiece."
"2212","tt0061809","2724","15","9/10"
"2213","tt0061809","2725","1","""In Cold Blood"", adapted by director Richard Brooks from Truman Capote's famous novel, deals with the brutal and senseless murder of a family of four by a pair of hapless criminals."
"2214","tt0061809","2725","2","The film excels as a character study of the killers, particularly trigger man Perry Smith Robert Blake."
"2215","tt0061809","2725","3","The cast includes few recognizable names but they nevertheless bring the story to life with ease."
"2216","tt0061809","2725","4","Robert Blake and Scott Wilson are excellent together as two criminals with disparate personalities."
"2217","tt0061809","2725","5","They play off of each other effortlessly while Blake also gets plenty of opportunities to explore his character's idiosyncrasies."
"2218","tt0061809","2725","6","The rest of the cast is merely average and isn't worth remarking on."
"2219","tt0061809","2725","7","Richard Brooks received Oscar nominations for both his script and his direction."
"2220","tt0061809","2725","8","In my opinion, both were excellent, though the script does miscalculate with some ill advised narration in the late stages."
"2221","tt0061809","2725","9","The Oscar nominated cinematography by Conrad Hall is also top notch, as is the editing."
"2222","tt0061809","2725","10","Also worthy of note is the jazzy score by Quincy Jones which secured the last of the film's four Oscar nominations."
"2223","tt0061809","2725","11","Unlike so many other crime films, this one doesn't glamorize violence."
"2224","tt0061809","2725","12","Brooks turns the killers into pitiable characters rather than flatly condemning them."
"2225","tt0061809","2725","13","Whether or not you agree with that sentiment the film does present an interesting alternative to the usual Hollywood approach."
"2226","tt0061809","2725","14","I recommend the film for this reason and also for the expertise with which the technical aspects are handled."
"2227","tt0061809","2726","1","This movie is up there with the all time classics."
"2228","tt0061809","2726","2","The music, camera shots, and acting are excellent."
"2229","tt0061809","2726","3","Showing the movie in black and white gave it a much better appearance and complemented the music perfectly, like Psycho."
"2230","tt0061809","2726","4","Its surprising how so few people have commented on this movie."
"2231","tt0061809","2726","5","My guess is that its a hard movie to find."
"2232","tt0061809","2726","6","I gave the film a 9."
"2233","tt0061809","2726","7","See the movie and you'll know what I'm talking about."
"2234","tt0061809","2727","1","One of the best true crime movies ever made and very faithful to Truman Capote's book which invented the true crime novel genre."
"2235","tt0061809","2727","2","Haunting Quincy Jones musical score and terrific acting by Scott Wilson and Robert Blake as Dick and Perry, the killers."
"2236","tt0061809","2727","3","Why Wilson didn't go on to be a big star after this movie is a mystery to me."
"2237","tt0061809","2727","4","The black and white cinematography and editing in this movie are top notch."
"2238","tt0061809","2727","5","The re creation of the murders is frightening and since it leaves the actual murders to your imagination, even more scary than if they had shown the shotgun going off."
"2239","tt0061809","2727","6","The movie was filmed in the actual Clutter house which had been sold to another person after the murders."
"2240","tt0061809","2727","7","The movie has a very documentary feel besides the scenes at the actual Clutter home other scenes were filmed at the gas stations and stores the killers actually went to."
"2241","tt0061809","2727","8","Nancy Clutter's beloved horse, Babe, is even in the movie."
"2242","tt0061809","2727","9","Will Geer has a great turn as the prosecutor in the short trial scene which is not only filmed in the actual courtroom but has several of the real Clutter murder jurors portraying themselves as the jury for the movie."
"2243","tt0061809","2727","10","This is a solid movie, scary every time you see it."
"2244","tt0061809","2728","1","Simply one of the best ever!"
"2245","tt0061809","2728","2","Richard Brooks' adaptation of Truman Capote's non fiction novel is truly an artistic achievement."
"2246","tt0061809","2728","3","Stunning black and white cinematography that should have won an Oscar, a haunting Quincy Jones score and tremendous performances by Robert Blake and Scott Wilson as the oddly matched killers."
"2247","tt0061809","2728","4","This film was 0 for 4 at the Academy Awards and wasn't even nominated for Best Picture while Dr."
"2248","tt0061809","2728","5","Doolittle was."
"2249","tt0061809","2728","6","Go Figure!"
"2250","tt0061809","2728","7","Although you don't get to know the Clutter family as well as you do in the book, it was a good decision to focus more on Perry and Dick and the pain staking process of tracking these guys down."
"2251","tt0061809","2728","8","John Forsythe is also impressive as Alvin Dewey."
"2252","tt0061809","2728","9","There are simply no flaws in this one. 10 out of 10."
"2253","tt0061809","2728","10","Best performance = Scott Wilson with R."
"2254","tt0061809","2728","11","Blake a close second."
"2255","tt0061809","2728","12","Highly recommended!"
"2256","tt0061809","2729","1","I voted excellent for how well the acting was, not for the content."
"2257","tt0061809","2729","2","It still gives me chills after reading the book, then watching the movie."
"2258","tt0061809","2729","3","Two ex cons are traveling to their destination to rob a family of money from a safe one of the cons learned about while in prison."
"2259","tt0061809","2729","4","During the ride, the tension begins to mount, as the soundtrack in the movie adds to the overall anticipation."
"2260","tt0061809","2729","5","After the killers are done with their work at the farm, the following morning the family's remains are found by the daughter's church friend."
"2261","tt0061809","2729","6","The blood curdling scream, as the scene pans onto the telephone with the cut cord, really made my blood run cold and gave me chills."
"2262","tt0061809","2729","7","That the killers met their just fates is a small comfort for this doomed family."
"2263","tt0061809","2729","8","Robert Blake was excellent in his portrayal of Perry Smith."
"2264","tt0061809","2729","9","The book was also excellently written by Truman Capote."
"2265","tt0061809","2730","1","I saw this in the theater during it's initial release and it was disturbing then as I'm sure it would still be."
"2266","tt0061809","2730","2","It was the first part of '68 and this was still making the rounds in towns across America and there had recently been a mass murder in my hometown where I saw this where a man went on a shooting rampage."
"2267","tt0061809","2730","3","The freshness of that close to home event combined with this dramatized true story made for a very disturbing theatrical experience."
"2268","tt0061809","2730","4","It really brought to life the excellent acting of Robert Blake and Scott Wilson."
"2269","tt0061809","2730","5","I was familiar with the novel based on the true event by Truman Capote and the screenplay and direction by Richard Brooks wove the event and Truman's interpretation into compelling gritty cinematic adaptation."
"2270","tt0061809","2730","6","Music from Quincy Jones effectively scores it's story."
"2271","tt0061809","2730","7","I've only seen this a couple times since."
"2272","tt0061809","2730","8","It was too real."
"2273","tt0061809","2730","9","Almost like being a witness to the crime itself and riding along with the killers."
"2274","tt0061809","2730","10","I would give this a 9.0 of a possible 10."
"2275","tt0061809","2730","11","Society is so desensitized to violence and crime today that this probably seems slow and tame and could be viewed with less effect but to anyone over 50 this will be a hallmark into the examination of the criminal psyche."
"2276","tt0061809","2731","1","Sorry, I don't have much time to write."
"2277","tt0061809","2731","2","I am not a psychologist but have known one for 25 years."
"2278","tt0061809","2731","3","She said that Scott Wilson portrayed a sociopath no conscience extraordinarily well."
"2279","tt0061809","2731","4","I agree!"
"2280","tt0061809","2731","5","She also said that Robert Blake portrayed a person with anger and impulse control who had a conscience but couldn't control himself superbly."
"2281","tt0061809","2731","6","I agree!"
"2282","tt0061809","2731","7","What a chilling and tremendous film."
"2283","tt0061809","2731","8","I have seen over 2000 films and would rank this in the top 100."
"2284","tt0061809","2731","9","My lifelong friend deals with clients such as these regularly."
"2285","tt0061809","2731","10","My only criticism was the preachy narration at the end of the film."
"2286","tt0061809","2731","11","Many people grow up in less than ideal circumstances but only one in a million will behave as these 2 losers did."
"2287","tt0061809","2732","1","Herbet Clutter, wife Bonnie, and their teenage children Kenyon and Nancy were much liked and respected in their tiny town of Holcomb, Kansas but in the early hours of 14 November 1959 all four were brutally murdered."
"2288","tt0061809","2732","2","Rather unexpectedly, the crime made an impression on author Truman Capote, who rushed to the scene and followed the course of the case to its conclusion."
"2289","tt0061809","2732","3","The result was the book IN COLD BLOOD."
"2290","tt0061809","2732","4","Controversial, shocking, and exceptionally well written, it became an international best seller and it remains a touchstone for crime writers to this day."
"2291","tt0061809","2732","5","The 1967 film version of Capote's work is almost as remarkable as the book itself."
"2292","tt0061809","2732","6","Filmed in black and white in many of the real life locations, it has a slightly documentary quality, icy and detached and the overall cast is exceptional."
"2293","tt0061809","2732","7","This is the film on which Robert Blake's reputation as an actor rests, and deservedly so."
"2294","tt0061809","2732","8","As killer Perry Smith, Blake traps you between a profound distaste and the shock of unexpected sympathy; it is a masterful performance from start to finish."
"2295","tt0061809","2732","9","As Richard Hickock, Scott Wilson is no less fine."
"2296","tt0061809","2732","10","Like Capote's book, the film opens with Smith and Hickock as they travel to Kansas and brings them to the Clutter home only to suddenly flash past the crime to detail the investigation that finally resulted in their arrest and conviction."
"2297","tt0061809","2732","11","The centerpiece of the film has always been the moment at which we at last see what occurred in the Clutter home; actually filmed in the Clutter house itself, it is a spinechilling sequence, horrific and deeply disturbing."
"2298","tt0061809","2732","12","Director and writer Richard Brooks guides the film with a very powerful sense of deliberation, erring only in the sense that he allows the film to become slightly preachy."
"2299","tt0061809","2732","13","Given the overall power of the film, however, this becomes a trivial annoyance."
"2300","tt0061809","2732","14","Strong stuff and recommended."
"2301","tt0061809","2732","15","GFT, Amazon Reviewer"
"2302","tt0061809","2733","1","The premise to this movie was one which focused on the polarization of of ideologies in the United States.."
"2303","tt0061809","2733","2","This was a highly combustible scenario in America whereby two entirely different cultures collided."
"2304","tt0061809","2733","3","What justified such heinously depraved actions anyway..."
"2305","tt0061809","2733","4","As this film presents the scene,while Hickock and Smith drank these two men were not intoxicated, nor were they under any kind of influence of drugs!!"
"2306","tt0061809","2733","5","It was a clear cut case of cold and calculated deliberation.."
"2307","tt0061809","2733","6","Basically, these violent acts were the end result of emotional and social neglect..."
"2308","tt0061809","2733","7","Anytime past 1975, we as a nation have nurtured an empathy for deviates who have been victimized by their environment..."
"2309","tt0061809","2733","8","However, this incident takes place in 1959!!"
"2310","tt0061809","2733","9","This dreadful revelation sideswiped us, and mired the nation into a tailspin of conflicting ethics!!"
"2311","tt0061809","2733","10","With the recent release of the movie ""Capote"" based on Truman Capote, who was the creator of the documentary ""In Cold Blood"", the American people have cultivated a new found fascination with this film!!"
"2312","tt0061809","2733","11","Robert Blake played the role of Perry Smith, one of the villains in this movie..."
"2313","tt0061809","2733","12","This is seemingly appropriate given the notoriety he has been involved with concerning his personal life!!"
"2314","tt0061809","2733","13","""In Cold Blood"" centers on the element of the unexplained..."
"2315","tt0061809","2733","14","There was no vengeance involved, there was no material gain to be acquired, there was no potential for social advancement here either, this is merely an instance of a latent and insidiously belligerent anger which ends certainly did not justify the means!!"
"2316","tt0061809","2733","15","The situational diatribes which Hickock and Smith lamented about were always ambiguous!!"
"2317","tt0061809","2733","16","Under the circumstances, why then should they take their frustrations out on an anonymously unsuspecting and innocent Kansas family..."
"2318","tt0061809","2733","17","Will Geer Grandpa Walton plays the prosecuting attorney who is sickened by this act of macabre capriciousness!!"
"2319","tt0061809","2733","18","His argument is thoroughly convincing..."
"2320","tt0061809","2733","19","His contention being: ""These two men who demonstrated no mercy are now asking for yours"" This is a line of logic which would induce me to render a verdict of a conviction if I were to be one of the members of the jury!!"
"2321","tt0061809","2733","20","Absolute disdain for your precarious plight in life does not serve as vindication for orchestrating a capital crime!!"
"2322","tt0061809","2733","21","It was Capote's instincts that dictated that such a deranged act of violence should have been brought to the American public's attention!!"
"2323","tt0061809","2733","22","As it turn out, it was a harbinger of things to come.."
"2324","tt0061809","2733","23","""In Cold Blood"" did just that!!"
"2325","tt0061809","2733","24","This incident was the calm before the storm relating to a pertinent aspect of emergence to the radical 1960's!!"
"2326","tt0061809","2733","25","Such a lethal charade also served as an insight to the isolated interests which would besiege many typical Americans for the future!!!"
"2327","tt0061809","2733","26","Truman Capote does a tremendous job on authenticating this savage occurrence with his book, which was a best seller and, with this documentary as well..."
"2328","tt0061809","2733","27","The acting in this film by Robert Blake and Scott Wilson, as well as people like John Forsythe, was incredible!!"
"2329","tt0061809","2733","28","The director, Richard Brooks, ""Cat on a Hot Tin Roof"", ""Blackboard Jungle"" ""Elmer Gantry"" and ""Key Largo"" to name but a few!!"
"2330","tt0061809","2733","29","was outstanding in his collaborative efforts in this movie!!"
"2331","tt0061809","2733","30","I think that ""In Cold Blood"" is one of the best films in the history of movies!!"
"2332","tt0061809","2733","31","The film depicts two reprehensible spawns of depravity who delved into demented theatrics, and wound up captivating a trite gratification for being acknowledged at a pejorative nationwide level!!...."
"2333","tt0061809","2733","32","This movie pinpoints a psychological discontentment which spurs on an emerging bevy of counter culture purveyors of violence!!"
"2334","tt0061809","2733","33","Our nation's ideologies are incredibly different now, than they were in 1959!!"
"2335","tt0061809","2733","34","This movie introduces the American people to the emotional and vacillating culprits who initiated such a precarious metamorphosis in our overall value system!!"
"2336","tt0061809","2733","35","I recommend to everyone that they see this movie..."""
"2337","tt0061809","2733","36","In Cold Blood"" was the focal point to the film ""Capote""!"
"2338","tt0061809","2733","37","Think about it, making a movie about a movie constitutes a rare and coveted accolade in Hollywood!!"
"2339","tt0061809","2733","38","In the case of ""In Cold Blood"" it is an extreme example of a movie which is vicariously clairvoyant, intellectually elevating, and, of course, it goes without saying, ""In Cold Blood"" was utterly spellbinding, as well as a totally remarkable movie!!"
"2340","tt0061809","2734","1","Easily one of the ten best movies of the 20th century."
"2341","tt0061809","2734","2","In Cold Blood is brilliant in the simplicity and realism of its storytelling, and absolutely riveting."
"2342","tt0061809","2734","3","Robert Blake walks away with the film."
"2343","tt0061809","2734","4","The story seems to be presented almost entirely from Perry's viewpoint, despite Dick being the leader and planner of the pair."
"2344","tt0061809","2734","5","The viewer will invariable perceive Dick as being more unstable, immature, and generally feel like Perry would not have been pulled into this nightmare but for Dick and his need to be somebody and pull off a big score."
"2345","tt0061809","2734","6","Based on a true story with particular attention to accuracy, In Cold Blood depicts the story behind the brutal and senseless murder of a rural Kansas family one cold, windy night, because Dick has bought into an age old rural myth about prosperous farmers having a safe full of cash in their home."
"2346","tt0061809","2734","7","As ""prosecutor"" a character that isn't given a name in the script, played by Will Geer, so astutely points out, their lives are bought for only $10 a head."
"2347","tt0061809","2734","8","Director Richard Brooks wisely chooses not to share with us the gruesome details of the murders until the end of the film, prior to this we only know it has happened and watch the lives of Dick and Perry slowly unravel as they attempt to escape not only being apprehended by law enforcement, but also Perry's own ever escalating sense of impending doom."
"2348","tt0061809","2734","9","He repeatedly makes remarks, ""No one ever gets away with a thing like that,"" and ""I can't help thinking we left something behind that belongs to us."""
"2349","tt0061809","2734","10","Dick is neither mature nor moral enough to feel any compelling sense of guilt over their crime, only irritation at Perry's."
"2350","tt0061809","2734","11","Indeed, after they are caught, it is Dick who breaks first, and suddenly faints when finally confronted with irrefutable proof that places the two men at the scene of the crime."
"2351","tt0061809","2734","12","I felt somewhat sorry for Perry from the very beginning of the film, and more so as events progressed, but I only loathed Dick."
"2352","tt0061809","2734","13","The genius of the film is the engaging manner in which the story is played."
"2353","tt0061809","2734","14","We do not for a moment think we are watching actors portray characters, but that we are watching the actual participants and events as they occurred."
"2354","tt0061809","2734","15","The story is unrelenting, taunt, the run time slightly in excess of two hours feels more like just a few minutes."
"2355","tt0061809","2734","16","For those of you who are interested in such things, I noticed a couple of the ""Goofs"" listed here on the IMDb page for In Cold Blood are incorrect or exaggerated."
"2356","tt0061809","2734","17","Such as the ""reversed"" process shot, at the beginning of the film, as Dick and Perry are driving across the bridge into Kansas."
"2357","tt0061809","2734","18","To begin with, this isn't even a process shot, the camera is actually positioned in the backseat and the image you see beyond the windshield of the car is real."
"2358","tt0061809","2734","19","A large cargo truck located to the left front of Dick's Pontiac creates the optical illusion that they are going backward because it is traveling at a greater rate of speed, but closer examination will reveal that they are indeed going forward and it is an actual shot filmed from a moving vehicle."
"2359","tt0061809","2734","20","As I previously stated, this is one of the ten best works of 20th century cinema, not recommended for the very young due to some course language and implied and inferred violence no actual in your face gore as a modern film would resort to, but a thoroughly excellent film."
"2360","tt0061809","2735","1","The actual crime story at the core of In Cold Blood might seem a little 'tame' for those who are weened on the classic serial killer stories Gein, Bundy, Dahmer, or just the more notorious cases out in Hollywood OJ, Manson."
"2361","tt0061809","2735","2","The essential facts in the case don't amount to anything terribly convoluted: Perry Smith and Dick Hickock here played by Robert Blake and Scott Wilson respectively met by some luck, conspired to rob a man's farmhouse safe out in Kansas, and after killing a family of four with a shotgun and dagger came away with 43 dollars."
"2362","tt0061809","2735","3","Aside from their returning to the US after fleeing briefly to Mexico, there isn't a whole lot of mystery to the resolution either."
"2363","tt0061809","2735","4","They were caught by some stroke of ironic chance a cop followed them and stopped them for having a stolen car after Smith and Hickcock helped out a boy and his old man collecting bottles for change, and sentenced to hang by the neck until dead."
"2364","tt0061809","2735","5","The story ended in 1965."
